SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1656,Ethereum,ETH,2020-02-18 23:59:59,283.196145102,261.46388605,266.508806225,281.944579134,26511477187.1359,30945457816.3784
1657,Ethereum,ETH,2020-02-19 23:59:59,283.537934246,259.763962739,282.036283234,259.763962739,22679414412.7183,28514562065.0578
1658,Ethereum,ETH,2020-02-20 23:59:59,263.695400951,250.951261799,259.819864343,257.949455024,23229828870.1201,28318879771.1218
1659,Ethereum,ETH,2020-02-21 23:59:59,267.004846018,255.689093416,257.891124589,265.600612524,20867593292.2429,29162464509.1563
1660,Ethereum,ETH,2020-02-22 23:59:59,266.387191881,258.913135229,265.551572627,262.331720974,16906032861.6085,28807130265.5221
1661,Ethereum,ETH,2020-02-23 23:59:59,273.754156046,261.960509305,262.278398469,273.754156046,19585998813.8732,30065188433.327
1662,Ethereum,ETH,2020-02-24 23:59:59,275.539514719,259.625167292,273.705093013,265.216417336,22400845640.3032,29131114036.5722
1663,Ethereum,ETH,2020-02-25 23:59:59,265.431474789,246.858998262,265.283387365,247.817592279,21878882134.0529,27223398194.7017
1664,Ethereum,ETH,2020-02-26 23:59:59,249.649704471,221.26655528,247.740203914,225.680265514,26235617201.076,24794645345.3129
1665,Ethereum,ETH,2020-02-27 23:59:59,237.228921201,212.664520176,225.687043551,226.753395276,25645522789.772,24915636230.767
1666,Ethereum,ETH,2020-02-28 23:59:59,234.208941042,216.346202543,226.987608317,226.760501479,22563530559.1046,24919509264.9173
1667,Ethereum,ETH,2020-02-29 23:59:59,232.256629075,219.84851255,226.83344436,219.84851255,18181296376.3477,24162913195.453
1668,Ethereum,ETH,2020-03-01 23:59:59,226.677879726,214.130438219,219.752677765,218.970599927,18179807469.1001,24069393931.8345
1669,Ethereum,ETH,2020-03-02 23:59:59,232.81158033,217.284286992,218.711624433,230.569781825,20305587789.0636,25347534007.3968
1670,Ethereum,ETH,2020-03-03 23:59:59,232.325807587,221.732660902,230.523964194,224.479622332,19853178572.3478,24681090482.5459
1671,Ethereum,ETH,2020-03-04 23:59:59,228.040421197,222.088881473,224.565344516,224.517976367,16567075208.0566,24688386921.3985
1672,Ethereum,ETH,2020-03-05 23:59:59,234.364462456,224.641887879,224.641887879,229.26818886,18201291785.2961,25213804821.1574
1673,Ethereum,ETH,2020-03-06 23:59:59,243.554974181,228.743582094,229.168427287,243.525299741,19374772256.2312,26785082138.7094
1674,Ethereum,ETH,2020-03-07 23:59:59,249.978491516,237.551288703,243.750192697,237.853095033,19431652027.37,26164459703.9251
1675,Ethereum,ETH,2020-03-08 23:59:59,237.780692824,200.602989381,237.780692824,200.689052256,21381823651.3696,22079071206.5242
1676,Ethereum,ETH,2020-03-09 23:59:59,207.451400445,192.269899128,201.318494784,201.986327111,23645428606.1061,22224520905.918
1677,Ethereum,ETH,2020-03-10 23:59:59,205.714251565,198.064497432,202.863957927,200.767247427,18344930072.1938,22093126953.1259
1678,Ethereum,ETH,2020-03-11 23:59:59,202.954304117,184.362157522,200.768029684,194.868528471,16984790291.2585,21446678546.1607
1679,Ethereum,ETH,2020-03-12 23:59:59,195.147941371,111.210712286,194.738916665,112.347123759,22134741654.7299,12366138225.0849
1680,Ethereum,ETH,2020-03-13 23:59:59,137.429536226,95.1843005183,112.6899948,133.201807239,27864623060.6624,14663417618.4701
1681,Ethereum,ETH,2020-03-14 23:59:59,134.48437219,122.414475368,133.582473071,123.306024593,12740784545.4522,13575727274.8179
1682,Ethereum,ETH,2020-03-15 23:59:59,132.24214741,121.853652559,123.24606626,125.214304313,12719251812.5511,13787534423.1597
1683,Ethereum,ETH,2020-03-16 23:59:59,124.996113298,105.171442924,124.996113298,110.605876012,15984904589.6297,12180483052.6055
1684,Ethereum,ETH,2020-03-17 23:59:59,118.988285212,110.406784983,110.406784983,113.942750228,12087490572.2852,12549513954.4941
1685,Ethereum,ETH,2020-03-18 23:59:59,116.021622003,111.743113757,113.857645886,114.842273039,11617854008.6765,12650160817.9084
1686,Ethereum,ETH,2020-03-19 23:59:59,140.527718816,114.732866412,114.839824562,136.593857971,16396753275.29,15048018840.04
1687,Ethereum,ETH,2020-03-20 23:59:59,150.853809638,122.605660253,136.649279112,132.737170068,18960388062.1676,14624949756.7366
1688,Ethereum,ETH,2020-03-21 23:59:59,135.972415782,127.163757137,133.101765752,132.818707849,13684083307.7535,14635764102.3456
1689,Ethereum,ETH,2020-03-22 23:59:59,136.151645021,122.909336412,132.851142442,123.321147745,12497707223.5765,13590860527.4882
1690,Ethereum,ETH,2020-03-23 23:59:59,134.911612009,121.867883775,123.365981102,134.911612009,14149877968.1487,14870079034.5566
1691,Ethereum,ETH,2020-03-24 23:59:59,141.94853261,133.168776064,135.194133653,138.761445013,14609068673.4853,15296295171.1995
1692,Ethereum,ETH,2020-03-25 23:59:59,141.403786497,134.304231776,138.914967306,136.195892908,13433092919.8647,15015344149.514
1693,Ethereum,ETH,2020-03-26 23:59:59,138.830572735,134.886035886,136.190680372,138.361557339,11367261176.0051,15255985585.5517
1694,Ethereum,ETH,2020-03-27 23:59:59,139.902697099,133.937940192,138.369931635,133.937940192,11396286629.2955,14770071749.7382
1695,Ethereum,ETH,2020-03-28 23:59:59,134.032739614,126.962190407,134.032739614,130.986494884,12162403960.3873,14446379742.8904
1696,Ethereum,ETH,2020-03-29 23:59:59,131.174080408,125.450053646,131.015337153,125.583730441,9938133668.53392,13852241607.2783
1697,Ethereum,ETH,2020-03-30 23:59:59,133.91147088,125.289680097,125.577896504,132.904538063,11841123306.4222,14661550830.5499
1698,Ethereum,ETH,2020-03-31 23:59:59,134.274135643,131.652891555,132.820922397,133.593565057,11065246316.9778,14739376437.832
1699,Ethereum,ETH,2020-04-01 23:59:59,135.634552336,129.730944345,133.612324512,135.634552336,12456564434.6682,14966424710.3319
1700,Ethereum,ETH,2020-04-02 23:59:59,146.787092408,135.732172896,135.732172896,142.029147631,15322861686.0569,15673960168.7607
1701,Ethereum,ETH,2020-04-03 23:59:59,146.899878532,139.619379341,142.11045061,142.091309874,13184603401.9239,15682757537.5282
1702,Ethereum,ETH,2020-04-04 23:59:59,145.377306567,140.121829255,142.215184398,145.219384622,11946658256.7012,16029973618.0818
1703,Ethereum,ETH,2020-04-05 23:59:59,146.128521099,142.102077702,145.261015263,143.54664871,11280993590.8495,15847283514.1155
1704,Ethereum,ETH,2020-04-06 23:59:59,169.272648648,143.544606813,143.608209519,169.135884595,21636382525.0974,18674571701.0477
1705,Ethereum,ETH,2020-04-07 23:59:59,175.204131815,164.20331987,169.147453326,165.101942525,21659346091.3178,18231455421.9281
1706,Ethereum,ETH,2020-04-08 23:59:59,173.210270523,164.493198979,165.240328462,172.641733789,17063110836.1549,19066388907.9858
1707,Ethereum,ETH,2020-04-09 23:59:59,172.897784699,167.987114695,172.761267841,170.807147486,14901696210.1146,18866106818.4971
1708,Ethereum,ETH,2020-04-10 23:59:59,170.949774109,154.914474452,170.829264498,158.412448608,17980944615.7097,17499250378.1532
1709,Ethereum,ETH,2020-04-11 23:59:59,161.167573317,155.298342395,158.538984729,158.216023679,13555089447.1146,17479687023.2083
1710,Ethereum,ETH,2020-04-12 23:59:59,164.516947729,156.320508571,158.232394912,161.142420145,15123721385.9445,17805206567.5855
1711,Ethereum,ETH,2020-04-13 23:59:59,160.749700846,151.614491183,160.720665735,156.279549094,16465282132.7883,17270031992.1863
1712,Ethereum,ETH,2020-04-14 23:59:59,160.944273391,155.865939078,156.355952301,157.596395681,14723156630.0595,17417697023.8275
1713,Ethereum,ETH,2020-04-15 23:59:59,160.711126485,152.802835953,157.565643197,153.286892905,14171753736.5254,16943501885.9061
1714,Ethereum,ETH,2020-04-16 23:59:59,173.157275575,150.359424649,153.200417561,172.157382821,22910469235.6043,19031693317.2915
1715,Ethereum,ETH,2020-04-17 23:59:59,174.275902646,169.751566356,172.279425236,171.638582707,16714684265.8828,18976660194.137
1716,Ethereum,ETH,2020-04-18 23:59:59,187.940473093,171.618074875,171.618074875,186.914005844,20160323442.9954,20668075856.6276
1717,Ethereum,ETH,2020-04-19 23:59:59,188.098920658,180.120819808,186.861986935,181.614959142,19146038381.4492,20084614446.186
1718,Ethereum,ETH,2020-04-20 23:59:59,186.083543156,170.321271485,181.480229924,172.297157575,21266681335.1588,19056520718.2587
1719,Ethereum,ETH,2020-04-21 23:59:59,175.17845978,170.552841658,172.017710093,172.737700531,16458767984.0892,19107591181.7675
1720,Ethereum,ETH,2020-04-22 23:59:59,183.751005038,171.826599432,172.670390889,182.599574801,17994666394.6491,20200984352.2299
1721,Ethereum,ETH,2020-04-23 23:59:59,189.088865141,180.340651649,182.620173958,185.028670833,21275740032.2271,20472236139.292
1722,Ethereum,ETH,2020-04-24 23:59:59,190.210388159,185.222103347,185.222103347,189.236941873,16788555028.0547,20940434736.6902
1723,Ethereum,ETH,2020-04-25 23:59:59,196.792378168,188.459533591,189.207401976,195.515300681,18260969748.1499,21637838416.5429
1724,Ethereum,ETH,2020-04-26 23:59:59,199.344968717,194.768072729,195.413589078,197.317530184,18335367011.6376,21839976556.7041
1725,Ethereum,ETH,2020-04-27 23:59:59,199.552798089,193.454161044,197.475716201,197.2247212,18670194594.8337,21832392036.1099
1726,Ethereum,ETH,2020-04-28 23:59:59,198.786551759,194.849425704,197.27351176,198.415382994,18217507467.0215,21966890356.533
1727,Ethereum,ETH,2020-04-29 23:59:59,218.454630785,198.124507757,198.465191822,216.968223855,26397548759.2642,24023887081.339
1728,Ethereum,ETH,2020-04-30 23:59:59,227.529689912,206.436924411,216.909133825,207.602055895,28089191903.9978,22989647064.8035
1729,Ethereum,ETH,2020-05-01 23:59:59,217.628019939,207.780886804,207.901731105,214.219106382,20816320833.5286,23725367639.1752
1730,Ethereum,ETH,2020-05-02 23:59:59,215.847533858,212.878670701,214.230087793,215.32538422,18260876092.1731,23850828458.5514
1731,Ethereum,ETH,2020-05-03 23:59:59,219.270867579,208.692373475,215.352072089,210.93315693,20469034664.1327,23367177866.6255
1732,Ethereum,ETH,2020-05-04 23:59:59,211.828387957,199.047730971,210.89085707,208.174010942,22602446421.767,23064379025.3469
1733,Ethereum,ETH,2020-05-05 23:59:59,211.778624741,204.031129918,208.013004654,206.774404531,19004689099.1832,22912129590.4613
1734,Ethereum,ETH,2020-05-06 23:59:59,211.534622578,204.040878521,206.481357853,204.055782253,20343543799.0392,22613632877.0933
1735,Ethereum,ETH,2020-05-07 23:59:59,214.392466787,202.074837325,203.912850387,212.289405787,23594744655.394,23528981906.0044
1736,Ethereum,ETH,2020-05-08 23:59:59,216.32768868,208.830737701,212.198234909,212.991579806,20445139356.3264,23609735113.4268
1737,Ethereum,ETH,2020-05-09 23:59:59,214.739125935,209.071520041,213.142172406,211.600123566,18950547549.2131,23458353557.9526
1738,Ethereum,ETH,2020-05-10 23:59:59,211.552192534,182.711162897,211.552192534,188.599570436,25211575192.6674,20911059577.7407
1739,Ethereum,ETH,2020-05-11 23:59:59,191.362328624,180.718334193,188.632189899,185.91283695,20054601646.7873,20615704448.6711
1740,Ethereum,ETH,2020-05-12 23:59:59,191.60134408,185.701797601,185.877340106,189.312502269,15899726283.7581,20995260628.8043
1741,Ethereum,ETH,2020-05-13 23:59:59,200.197322877,189.127706393,189.374105563,199.193283428,17054662288.5919,22093789228.1416
1742,Ethereum,ETH,2020-05-14 23:59:59,204.117601145,196.868814552,198.891506002,202.949100772,20150524860.6463,22513148758.7409
1743,Ethereum,ETH,2020-05-15 23:59:59,203.566393272,193.75567763,202.955396986,195.622658341,16602342092.1298,21703086884.9707
1744,Ethereum,ETH,2020-05-16 23:59:59,202.771197451,194.501589623,195.613392471,200.677118596,15379081644.7062,22266558227.0629
1745,Ethereum,ETH,2020-05-17 23:59:59,209.160936215,200.102801245,200.608866827,207.158694333,15470397302.6915,22988575488.4967
1746,Ethereum,ETH,2020-05-18 23:59:59,215.908468738,207.109063807,207.179785914,214.525055208,17411566927.5013,23808928396.2325
1747,Ethereum,ETH,2020-05-19 23:59:59,214.604940045,210.143052695,214.604940045,213.451110911,14346192778.7086,23692625223.663
1748,Ethereum,ETH,2020-05-20 23:59:59,214.716819768,207.975820963,213.446235987,210.096735593,12730175510.5633,23323160696.2645
1749,Ethereum,ETH,2020-05-21 23:59:59,211.625181218,193.346429346,210.12915146,199.883605552,13308321228.8459,22192109649.8768
1750,Ethereum,ETH,2020-05-22 23:59:59,208.591539834,198.040861331,199.837116422,207.169194624,12041592113.5988,23003786384.6735
1751,Ethereum,ETH,2020-05-23 23:59:59,210.386456132,205.294214505,207.194488408,208.694402844,10665476767.6428,23176030658.6082
1752,Ethereum,ETH,2020-05-24 23:59:59,210.595083828,202.370350969,208.716063355,202.370350969,11833299571.9749,22476471749.8903
1753,Ethereum,ETH,2020-05-25 23:59:59,206.361444588,200.667550196,201.982647752,205.319750096,10415044123.5561,22806813422.533
1754,Ethereum,ETH,2020-05-26 23:59:59,205.75254632,200.26427483,205.259562478,201.902309998,10159741290.3502,22429962991.4266
1755,Ethereum,ETH,2020-05-27 23:59:59,208.863429364,201.785061228,201.893006735,208.863429364,10631034756.4509,23206144127.4458
1756,Ethereum,ETH,2020-05-28 23:59:59,220.27650712,206.242668195,208.885433297,219.840431324,12212469603.9905,24428738046.939
1757,Ethereum,ETH,2020-05-29 23:59:59,224.216876901,218.238049131,219.925055212,220.675124275,12265816557.4289,24524484269.4994
1758,Ethereum,ETH,2020-05-30 23:59:59,243.943144477,218.744454287,220.717210701,242.345590189,15027397866.509,26936114603.8668
1759,Ethereum,ETH,2020-05-31 23:59:59,244.045261307,230.052831272,242.351384355,230.975700856,12234904813.3392,25675542328.5429
1760,Ethereum,ETH,2020-06-01 23:59:59,248.236274869,230.488045872,230.860252561,246.991760327,13951727936.4523,27459257209.3334
1761,Ethereum,ETH,2020-06-02 23:59:59,252.222002825,233.225299421,246.828193218,237.219061533,13782107566.7125,26376031889.8962
1762,Ethereum,ETH,2020-06-03 23:59:59,244.179324047,235.464454028,237.395211559,244.179324047,9861760817.12703,27153238868.036
1763,Ethereum,ETH,2020-06-04 23:59:59,245.928972375,236.765302945,244.10528023,244.426387575,10170414303.5273,27184018611.4984
1764,Ethereum,ETH,2020-06-05 23:59:59,247.329502999,240.682050877,244.349586587,241.221991758,9293963913.72746,26830954614.3278
1765,Ethereum,ETH,2020-06-06 23:59:59,245.981041604,239.724539985,241.201353987,241.931320121,8114873844.8001,26913140925.0525
1766,Ethereum,ETH,2020-06-07 23:59:59,245.435253962,236.325258653,241.90807498,245.167259144,9544883157.42203,27276459502.3961
1767,Ethereum,ETH,2020-06-08 23:59:59,246.644197314,241.542183588,245.178572826,246.309898559,8076783298.94849,27406923225.6
1768,Ethereum,ETH,2020-06-09 23:59:59,248.342438256,242.33854616,246.175024993,244.911453825,8446545787.72598,27254678255.1854
1769,Ethereum,ETH,2020-06-10 23:59:59,248.651155311,242.819746702,244.822073866,247.444943732,8792990205.54989,27539945413.3418
1770,Ethereum,ETH,2020-06-11 23:59:59,249.888304723,229.942972879,247.548531685,231.702669421,12356528860.4776,25791024830.9758
1771,Ethereum,ETH,2020-06-12 23:59:59,239.354687088,229.64505836,231.625462209,237.493210284,8868955009.12327,26438827419.6395
1772,Ethereum,ETH,2020-06-13 23:59:59,239.193096518,235.889680148,237.544621049,238.908842797,7141624979.75205,26599679550.2949
1773,Ethereum,ETH,2020-06-14 23:59:59,239.101452677,232.958196278,238.968186749,234.114695213,7439385176.17291,26069111857.0612
1774,Ethereum,ETH,2020-06-15 23:59:59,234.237839308,221.241757979,234.058302429,229.928901759,10536099884.1166,25606145743.4091
1775,Ethereum,ETH,2020-06-16 23:59:59,236.394304557,228.42614419,229.762304793,234.416174104,7965648016.42445,26109047391.7202
1776,Ethereum,ETH,2020-06-17 23:59:59,235.954054715,229.341639057,234.492376957,233.028279483,7701391591.86815,25957610763.5026
1777,Ethereum,ETH,2020-06-18 23:59:59,234.570646887,228.951434888,232.898689885,232.101162633,6713800871.61371,25857495154.9566
1778,Ethereum,ETH,2020-06-19 23:59:59,232.154108026,226.795185699,231.954971097,227.138289785,6946372589.52751,25307718819.0129
1779,Ethereum,ETH,2020-06-20 23:59:59,231.449016971,226.640630794,226.976368973,229.274256792,6252830565.7274,25548837121.2462
1780,Ethereum,ETH,2020-06-21 23:59:59,232.358948742,228.492993509,229.216141181,228.989820504,5600408177.54414,25520273836.841
1781,Ethereum,ETH,2020-06-22 23:59:59,243.776019799,228.934740044,229.003374761,242.53319314,9079586552.41625,27032930743.0122
1782,Ethereum,ETH,2020-06-23 23:59:59,244.864415389,239.759728576,242.537021612,244.142144306,6624530348.23615,27215606543.0927
1783,Ethereum,ETH,2020-06-24 23:59:59,248.508019638,232.807733505,244.185921342,235.772462091,8815030024.6531,26285822239.1477
1784,Ethereum,ETH,2020-06-25 23:59:59,236.053405848,230.296595306,235.702845657,232.944486695,7010426122.49538,25973707946.1754
1785,Ethereum,ETH,2020-06-26 23:59:59,233.901927687,229.259464607,232.877481261,229.66803925,7187490225.5069,25611500297.1459
1786,Ethereum,ETH,2020-06-27 23:59:59,232.493416655,220.564568586,229.631491261,222.959785939,6918380954.96753,24866429444.8032
1787,Ethereum,ETH,2020-06-28 23:59:59,228.598289382,219.472677862,222.914486366,225.347168434,6205925718.18911,25135786985.5184
1788,Ethereum,ETH,2020-06-29 23:59:59,229.90320674,222.254997097,225.361436367,228.194866701,6726164653.25879,25456513994.3261
1789,Ethereum,ETH,2020-06-30 23:59:59,229.476811973,224.815178416,227.968423935,226.314997358,6094093001.38843,25249913730.1826
1790,Ethereum,ETH,2020-07-01 23:59:59,232.756119421,224.835737857,226.134585409,231.113421712,6463737442.7548,25788404349.8574
1791,Ethereum,ETH,2020-07-02 23:59:59,232.396876364,225.461957364,231.288908687,229.392201582,6212210566.42201,25599453476.5204
1792,Ethereum,ETH,2020-07-03 23:59:59,229.629320567,224.913965302,229.318955364,225.387063259,5109032700.30978,25155571599.652
1793,Ethereum,ETH,2020-07-04 23:59:59,230.054133886,225.133309546,225.288477168,229.074112293,5228310135.25311,25570190314.917
1794,Ethereum,ETH,2020-07-05 23:59:59,229.856724001,224.544490381,228.976197947,227.664598709,5292172428.83374,25415950648.5611
1795,Ethereum,ETH,2020-07-06 23:59:59,242.132713292,227.029522771,227.685011543,241.510225122,8782917552.8496,26964937043.2266
1796,Ethereum,ETH,2020-07-07 23:59:59,242.681859964,234.218655772,240.972593663,239.075528329,6441497597.21395,26696376072.769
1797,Ethereum,ETH,2020-07-08 23:59:59,248.308862752,238.398368621,239.159976697,246.670015358,9892586411.24723,27547785703.4854
1798,Ethereum,ETH,2020-07-09 23:59:59,247.291668553,239.898645911,246.748290882,243.015967829,8429099198.82344,27143016879.0994
1799,Ethereum,ETH,2020-07-10 23:59:59,242.883795295,236.730533652,242.868018736,240.984985207,7281370521.9948,26919422186.9438
1800,Ethereum,ETH,2020-07-11 23:59:59,241.527478135,238.331230756,241.044787664,239.45817693,5643067315.96068,26752161985.1887
1801,Ethereum,ETH,2020-07-12 23:59:59,243.311135946,237.770210731,239.459633832,242.131695235,6596394717.63645,27054158345.9268
1802,Ethereum,ETH,2020-07-13 23:59:59,244.310516301,238.232369975,242.181866149,239.60458484,7787751467.56729,26775071857.6609
1803,Ethereum,ETH,2020-07-14 23:59:59,242.003777227,237.796193139,239.97561514,240.211494177,7357458554.75763,26846147251.414
1804,Ethereum,ETH,2020-07-15 23:59:59,241.402696471,237.09617132,240.143642313,238.423526948,6189328448.08304,26649577378.4206
1805,Ethereum,ETH,2020-07-16 23:59:59,239.00625292,231.621168905,238.450915595,233.640883013,5832057567.02746,26118155895.4767
1806,Ethereum,ETH,2020-07-17 23:59:59,234.415063673,232.109964728,233.69139519,232.773085613,5859850528.65314,26024301468.1744
1807,Ethereum,ETH,2020-07-18 23:59:59,236.543977437,232.324884475,232.855677949,235.483805219,5397402116.73989,26330601163.8005
1808,Ethereum,ETH,2020-07-19 23:59:59,239.16068486,233.27974483,235.458301178,238.487523715,6251377304.55921,26669691075.0983
1809,Ethereum,ETH,2020-07-20 23:59:59,239.576253504,234.85264297,238.49487642,236.153167708,5600686192.17847,26411853755.5587
1810,Ethereum,ETH,2020-07-21 23:59:59,246.186263512,235.680969089,236.302509731,245.01672849,6806696014.6769,27406496758.4107
1811,Ethereum,ETH,2020-07-22 23:59:59,262.985038935,242.484338998,245.037265538,262.190656292,7702077382.78775,29331058163.6399
1812,Ethereum,ETH,2020-07-23 23:59:59,277.58347637,261.047083158,262.38864728,274.689049046,10281309261.7956,30733019165.3589
1813,Ethereum,ETH,2020-07-24 23:59:59,286.192831871,269.239784575,274.722698403,279.215409484,9466060358.15756,31243266715.6353
1814,Ethereum,ETH,2020-07-25 23:59:59,306.740999501,279.026364075,279.026364075,304.056761197,10785021812.5683,34027002730.2282
1815,Ethereum,ETH,2020-07-26 23:59:59,316.386325685,300.267828297,303.692367729,309.643609292,12003973025.6976,34656472192.7933
1816,Ethereum,ETH,2020-07-27 23:59:59,330.701215353,309.657923172,309.657923172,321.514088181,15644257058.4918,35989428748.8012
1817,Ethereum,ETH,2020-07-28 23:59:59,325.905965506,307.721358662,321.829751647,316.657252341,12357108064.5674,35450097600.2147
1818,Ethereum,ETH,2020-07-29 23:59:59,324.380803301,313.109593521,316.555373877,318.190884419,10878845706.0157,35626126751.0425
1819,Ethereum,ETH,2020-07-30 23:59:59,338.631189985,315.751089914,318.144986303,334.586629282,11827689045.337,37466380887.3341
1820,Ethereum,ETH,2020-07-31 23:59:59,348.611372268,329.340936911,334.633743039,345.554649307,12030600491.5271,38699278448.6592
1821,Ethereum,ETH,2020-08-01 23:59:59,388.847974328,343.587434131,345.798601857,385.199719325,14045259476.5426,43144477508.4031
1822,Ethereum,ETH,2020-08-02 23:59:59,411.22831179,357.143634409,385.549871043,370.671711492,18909744275.0564,41522323563.2534
1823,Ethereum,ETH,2020-08-03 23:59:59,396.506991634,369.336333481,371.133859143,386.295173437,12834648062.1108,43277729882.103
1824,Ethereum,ETH,2020-08-04 23:59:59,400.700625443,382.985113401,386.156467393,389.875485136,14086704220.9606,43684129571.5135
1825,Ethereum,ETH,2020-08-05 23:59:59,406.303965292,386.218484117,389.710819888,401.59058634,12875466638.4325,45002213068.816
1826,Ethereum,ETH,2020-08-06 23:59:59,403.48866662,392.600185436,401.583866599,394.961957147,11304626458.1089,44264836294.3033
1827,Ethereum,ETH,2020-08-07 23:59:59,398.249018455,367.935506263,395.226876502,379.512855039,12751687083.9109,42538578850.21
1828,Ethereum,ETH,2020-08-08 23:59:59,393.987376065,377.349718813,379.551583661,393.987376065,9342060531.02452,44166324645.9802
1829,Ethereum,ETH,2020-08-09 23:59:59,399.737078385,385.83072806,395.305236246,391.120454943,9451065592.32828,43850292041.2966
1830,Ethereum,ETH,2020-08-10 23:59:59,399.375944265,391.041493623,391.041493623,395.887569508,11685827893.4464,44390142137.3961
1831,Ethereum,ETH,2020-08-11 23:59:59,398.478900957,370.860617818,395.894723854,380.384068285,12792218736.9704,42656945169.3968
1832,Ethereum,ETH,2020-08-12 23:59:59,391.312314585,367.923607786,380.063817832,391.024162058,12408772745.1829,43855501071.6031
1833,Ethereum,ETH,2020-08-13 23:59:59,432.90459151,379.710891007,390.838108955,428.741782282,18480303525.5272,48091569051.6055
1834,Ethereum,ETH,2020-08-14 23:59:59,444.577754687,423.345861547,428.677267946,437.397839521,15064589987.0928,49068474083.0404
1835,Ethereum,ETH,2020-08-15 23:59:59,441.754600593,429.874590759,437.562995856,433.354926495,12416067894.221,48620820124.5334
1836,Ethereum,ETH,2020-08-16 23:59:59,436.265828703,415.086255105,433.35059815,433.786609983,12168816874.4955,48675162266.8596
1837,Ethereum,ETH,2020-08-17 23:59:59,442.734973852,422.647281056,433.973761033,429.531252334,13227089409.9208,48203426750.7282
1838,Ethereum,ETH,2020-08-18 23:59:59,432.580295725,419.674107416,429.669619551,423.669315654,11978984078.5704,47551407033.0556
1839,Ethereum,ETH,2020-08-19 23:59:59,427.024649222,396.678341621,423.73860076,406.463786824,13137391166.8496,45625864918.4277
1840,Ethereum,ETH,2020-08-20 23:59:59,418.734448517,404.026103834,406.758913626,416.439794883,10043032427.1609,46751356941.1
1841,Ethereum,ETH,2020-08-21 23:59:59,418.637980133,387.441124032,416.148774123,389.126350308,11781796374.0018,43690315907.4493
1842,Ethereum,ETH,2020-08-22 23:59:59,396.466589196,382.814637548,389.031111405,395.835141215,10131847985.2902,44448918221.5718
1843,Ethereum,ETH,2020-08-23 23:59:59,396.490417399,385.039808917,395.562839161,391.384499842,8137303969.58262,43954518396.1863
1844,Ethereum,ETH,2020-08-24 23:59:59,409.388581223,389.314602569,391.678986309,408.144207149,10328860398.4294,45842265022.6177
1845,Ethereum,ETH,2020-08-25 23:59:59,408.527929724,374.355391228,408.07168495,384.001043035,12428442042.1937,43135697974.0757
1846,Ethereum,ETH,2020-08-26 23:59:59,391.873264036,378.705854974,383.977436834,386.466124211,9967343483.07735,43417926668.4177
1847,Ethereum,ETH,2020-08-27 23:59:59,395.349171508,374.866486409,386.60985557,382.632632123,10457777651.6621,42992439543.4564
1848,Ethereum,ETH,2020-08-28 23:59:59,397.757636387,381.273841602,382.629568423,395.874666093,9120674421.40906,44485705031.5215
1849,Ethereum,ETH,2020-08-29 23:59:59,405.616355393,393.037423129,395.687586586,399.921471038,8777703480.5025,44945899479.8523
1850,Ethereum,ETH,2020-08-30 23:59:59,428.663960122,399.608373495,399.616688464,428.395717595,11211948040.289,48151884394.293
1851,Ethereum,ETH,2020-08-31 23:59:59,438.560318908,419.770175158,428.5090174,435.079745266,12774741797.1348,48909170051.9544
1852,Ethereum,ETH,2020-09-01 23:59:59,487.211889983,432.079179027,434.874437724,477.051924154,18862763755.9624,53633933560.1349
1853,Ethereum,ETH,2020-09-02 23:59:59,480.330985995,424.46001881,477.007884034,440.040506887,19691854013.5079,49478789434.873
1854,Ethereum,ETH,2020-09-03 23:59:59,449.532472075,381.129705491,440.239991898,385.671928369,19622845896.3384,43370721325.6821
1855,Ethereum,ETH,2020-09-04 23:59:59,402.411751082,371.636695541,384.671630472,388.241140415,16747106257.3669,43665020996.3354
1856,Ethereum,ETH,2020-09-05 23:59:59,394.172264436,316.774345734,388.0383992,335.260079079,29880047640.4876,37710860057.8221
1857,Ethereum,ETH,2020-09-06 23:59:59,359.764047796,319.041891045,335.334551778,353.362265679,27643678916.8941,39751917522.7842
1858,Ethereum,ETH,2020-09-07 23:59:59,358.211896204,326.254370324,353.450244604,352.673494754,21763614731.5767,39679199319.9028
1859,Ethereum,ETH,2020-09-08 23:59:59,355.562872591,328.816775373,353.202266511,337.602111896,17991403431.6075,37988119626.6691
1860,Ethereum,ETH,2020-09-09 23:59:59,359.164487377,332.164997639,337.824924824,351.110016528,14547933520.4245,39512826169.5128
1861,Ethereum,ETH,2020-09-10 23:59:59,377.393573135,351.111749802,351.42932317,368.101907072,31421134556.3382,41430053162.3925
1862,Ethereum,ETH,2020-09-11 23:59:59,376.630394506,355.582579956,368.118507843,374.695588755,27296269328.6057,42177302259.4925
1863,Ethereum,ETH,2020-09-12 23:59:59,387.538444729,367.842207238,374.595383839,387.183109613,13295405814.3959,43588199421.8177
1864,Ethereum,ETH,2020-09-13 23:59:59,388.959797641,354.340174183,387.519295759,365.570005047,15005899191.1031,41160025962.3255
1865,Ethereum,ETH,2020-09-14 23:59:59,384.485195289,357.569774822,365.699586133,377.268875067,17536695360.6158,42482307939.3069
1866,Ethereum,ETH,2020-09-15 23:59:59,381.508292952,363.606803421,377.154029026,364.83921823,16140584321.1878,41087642852.7861
1867,Ethereum,ETH,2020-09-16 23:59:59,372.767424109,356.682745906,364.743985856,365.812291316,16107612177.0569,41202147932.0841
